date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93
2016/01/01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016/01/02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016/01/03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016/01/04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,2,1,1,1,0,0,1,0,3,0,1,0,1,1,0,0,0,0,3,0,0,0,0,0,0,1,2,0,0,1,2,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,2,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2016/01/05,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,3,0,0,0,8,0,0,0,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0
2016/01/06,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,3,0,2,0,0,1,0,2,1,0,0,0,1,1,0,0,3,2,0,0,1,0,0,1,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,1,0,0,2,0,1,1,6,1,0,1,1,0,0,1,1,0,0,0,1,1,0,2,0,0,0,0,0,0
2016/01/07,1,0,1,0,0,0,0,0,0,1,1,2,0,0,0,2,0,1,0,4,0,0,1,2,0,5,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,8,0,0,0,1,0,0,0,0,0,1,0,1,2,0,1,1,0,1,0,0,2,0,0,0,2,6,0,0,0,5,0,0,3,2,0,2,0,2,1,0,0,2,0,0,5,0,0,0,0,0,1
2016/01/08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,2,1,2,0,4,0,0,0,0,0,0,1,0,2,0,1,1,4,0,0,0,2,0,0,0,0,0,0,0,1,2,0,1,2,2,0,1,0,0,1,0,0,0,0,1,0,0,2,2,0,0,7,0,1,0,4,2,0,0,0,0,1,0,2,2,1,2,0,1,0,0,0,1
2016/01/09,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016/01/10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0
2016/01/11,0,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,6,1,0,4,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,3,9,0,0,1,1,0,0,0,0,2,0,1,5,9,1,4,0,0,1,0,0,2,2,1,0,2,0,1,1,0,3,0,1,2,5,0,2,0,4,0,1,1,3,1,2,4,1,0,0,0,0,0
2016/01/12,0,0,1,3,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,5,1,0,6,5,0,4,0,3,0,0,1,0,2,0,0,0,1,0,0,1,1,3,2,0,0,0,0,0,0,0,0,1,0,2,2,3,0,3,1,0,2,2,0,3,2,3,0,2,4,0,4,0,7,2,0,1,16,1,3,2,0,0,1,0,6,1,0,3,0,0,0,0,0,0
2016/01/13,0,2,1,1,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,2,3,0,5,2,1,6,0,0,0,0,0,0,3,0,0,0,0,1,6,2,0,4,6,0,0,0,0,0,1,0,1,5,2,3,8,9,0,4,2,1,3,1,0,1,0,0,3,7,4,0,2,0,17,3,1,0,3,0,0,1,5,0,2,0,7,3,2,4,1,0,0,0,0,0
2016/01/14,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,3,0,1,4,0,1,10,0,0,0,0,0,1,2,0,0,0,3,1,5,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,6,5,0,3,0,0,1,0,0,1,2,0,0,2,0,1,0,0,7,3,0,0,5,1,3,0,4,0,0,1,5,1,4,6,1,0,0,0,0,0
2016/01/15,2,0,1,1,0,0,1,2,0,1,0,0,0,0,0,1,0,0,1,6,0,0,3,1,1,3,0,0,0,0,0,0,6,0,1,0,0,1,2,0,0,2,13,1,0,0,0,0,1,0,0,1,0,0,0,4,0,2,1,2,1,0,0,1,2,0,1,1,5,0,3,0,13,1,0,1,2,2,1,2,3,0,1,0,3,0,1,4,3,0,0,1,0,0
2016/01/16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,4,1,0,0,2,0,0,0,0,0,9,0,0,0,0,3,0,0,0,1,0,0
2016/01/17,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,2,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2016/01/18,3,1,3,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,5,3,7,3,0,13,0,1,0,0,0,2,4,0,0,0,0,0,0,0,2,3,11,0,0,0,0,0,1,2,0,1,0,0,2,18,0,2,0,1,1,2,0,0,2,1,0,2,8,2,2,2,22,1,1,1,10,2,5,1,9,0,2,0,4,1,2,6,2,0,0,0,1,0
2016/01/19,2,0,3,1,1,2,0,3,0,0,0,0,1,0,0,0,0,1,0,4,2,0,6,1,2,8,0,0,0,0,1,0,3,0,0,0,2,1,8,1,0,1,15,1,0,0,1,0,3,0,0,0,1,1,3,9,1,5,2,0,0,2,0,5,4,0,0,4,5,2,1,1,16,3,0,0,5,1,3,2,5,1,1,0,5,1,7,7,1,0,0,0,1,0
2016/01/20,2,0,0,3,0,0,0,2,0,0,0,0,1,0,0,0,1,0,1,2,0,1,9,0,1,7,0,0,0,0,2,0,3,0,1,0,0,0,2,2,0,2,12,0,0,1,0,0,2,0,0,2,3,3,3,6,0,1,4,1,2,3,0,2,0,2,0,5,3,5,1,1,21,6,0,0,7,3,2,0,3,0,0,0,5,2,4,15,2,0,0,0,0,0
2016/01/21,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,3,4,1,3,1,1,1,0,1,0,0,0,3,5,0,1,1,0,2,4,4,1,2,9,2,0,1,1,0,0,1,1,2,1,2,1,7,1,8,0,0,2,0,0,0,1,0,1,9,5,3,0,0,17,3,0,4,3,1,0,0,5,0,1,0,5,2,0,13,1,0,0,2,0,0
2016/01/22,2,1,1,2,1,1,0,0,0,0,0,0,2,2,0,0,1,0,1,4,3,1,6,2,0,9,0,1,0,0,0,3,3,1,1,0,0,0,3,1,0,2,13,1,0,0,0,0,0,0,0,1,2,0,8,7,0,5,1,0,2,2,0,3,3,1,0,2,8,4,3,0,16,3,0,1,13,3,5,3,4,0,1,0,7,0,2,16,0,1,1,3,0,0
2016/01/23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,2,1,1,0,3,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1
2016/01/24,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,4,3,0,0,0,1,0,0,0,0,0,1,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
2016/01/25,2,0,3,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,3,7,7,0,0,6,0,0,1,0,0,0,2,0,1,0,0,1,0,0,0,5,15,0,0,0,0,0,5,2,0,2,2,1,5,13,0,9,1,2,0,4,0,2,1,3,0,3,5,6,0,0,22,4,0,0,10,7,1,1,2,1,0,0,5,1,4,7,0,0,1,0,0,0
2016/01/26,4,0,2,1,1,2,0,1,0,2,0,0,0,0,0,2,0,0,3,2,7,4,11,5,1,5,0,0,1,0,0,4,5,0,1,0,1,0,2,1,0,5,11,0,0,0,1,1,1,0,2,0,2,0,2,4,0,5,3,1,0,2,0,3,1,0,0,2,9,4,1,0,25,6,0,1,8,3,0,1,11,1,0,0,4,1,0,14,0,1,1,1,0,0
2016/01/27,3,1,9,0,0,2,0,4,0,0,0,0,0,1,0,4,2,1,0,6,5,6,6,3,1,3,0,1,1,1,0,1,7,0,0,0,2,1,5,0,1,1,7,0,0,0,1,0,2,1,0,1,1,0,3,6,1,3,4,1,0,1,0,9,4,0,0,8,14,2,3,1,22,5,0,1,5,2,0,6,2,0,0,0,3,0,3,11,0,0,1,1,0,0
2016/01/28,2,0,5,2,0,2,0,4,1,3,1,0,0,0,0,0,0,1,0,8,2,6,10,1,0,12,0,2,0,0,2,4,1,0,1,0,0,0,4,1,1,2,10,1,0,0,0,0,8,1,1,0,1,1,8,8,0,6,0,0,1,3,0,5,1,0,0,6,12,3,0,1,7,1,0,1,19,1,4,4,4,1,3,0,7,3,0,11,3,0,0,2,0,0
2016/01/29,3,0,2,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,7,1,4,4,3,0,5,0,1,3,0,1,1,1,0,0,1,0,1,7,1,1,0,13,0,0,0,1,0,2,0,0,0,2,0,3,5,1,4,0,4,0,0,0,8,1,0,1,7,8,1,2,1,12,3,1,0,3,0,3,1,2,1,2,0,5,4,0,9,1,0,0,3,0,0
2016/01/30,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2016/01/31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2016/02/01,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,6,2,3,8,3,0,4,0,1,1,0,0,3,6,0,0,1,1,0,4,2,8,5,12,3,0,0,0,0,2,0,1,0,0,0,3,10,0,8,1,0,3,5,0,2,1,0,0,3,6,3,1,0,12,1,0,0,3,1,0,1,5,0,0,0,11,1,6,15,0,0,0,2,1,0
2016/02/02,3,0,2,0,0,2,1,6,0,0,0,0,0,0,0,0,1,0,0,9,2,4,7,3,0,9,0,3,0,0,3,6,2,0,1,1,0,0,3,2,3,0,7,1,0,0,0,1,1,0,0,2,2,1,7,2,0,3,0,1,0,3,0,4,3,0,2,4,1,4,2,0,19,2,0,0,2,1,4,2,1,0,1,0,5,5,2,33,1,0,0,1,0,1
2016/02/03,5,0,0,1,0,3,0,1,0,0,2,0,0,0,0,0,4,0,1,19,4,5,7,2,1,6,0,0,0,0,0,2,3,0,1,0,0,0,7,1,1,1,12,0,1,0,0,0,0,0,0,1,0,0,9,6,0,3,5,1,0,2,0,1,3,0,0,6,6,1,3,1,24,0,0,0,4,2,0,0,2,0,1,0,5,2,1,26,0,1,2,1,0,1
2016/02/04,2,0,2,0,0,4,0,7,0,3,0,0,2,0,0,0,0,1,1,8,2,2,8,2,2,7,0,0,0,0,0,0,17,0,0,0,0,0,0,2,1,1,8,1,0,1,0,0,1,0,1,2,4,1,4,9,0,8,0,1,1,1,0,3,7,1,1,3,6,2,1,0,11,2,0,0,2,1,2,1,0,1,2,1,6,4,5,13,0,0,0,3,0,0
2016/02/05,0,0,0,2,1,1,0,3,0,1,0,0,0,0,0,0,1,1,2,6,7,6,9,2,1,7,0,0,1,0,4,0,9,0,1,0,1,2,2,1,0,3,1,1,0,0,0,0,0,1,1,0,0,1,4,12,0,7,0,0,1,4,0,4,7,0,0,7,15,3,4,1,31,5,2,0,5,0,0,0,1,0,2,2,5,0,3,15,0,2,0,1,0,1
2016/02/06,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,2,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,2,2,2,0,1,5,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0
2016/02/07,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,2,0,2,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,0,1,0,0,0,0,2,1,0,0,1,0,1,0,3,0,0,0,1,0,0,1,2,2,0,2,1,0,0,0,0,0
2016/02/08,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,1,0,2,0,0,0,0,1,0,1,0,1,0,1,0,0,0,4,0,0,2,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,3,0,0,1,0,0,1,2,0,1,0,4,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,1,0,2,1,0,0
2016/02/09,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,4,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
2016/02/10,0,0,0,0,0,1,1,2,0,1,0,0,0,1,2,2,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,3,0,1,2,0,0,0,7,0,0,0,1,0,1,0,0,0,0,0,1,2,1,3,1,0,2,0,0,0
2016/02/11,2,0,1,3,1,1,0,2,0,0,0,0,0,0,0,0,1,0,1,7,0,0,11,1,2,6,0,2,1,0,1,0,6,0,0,0,1,2,9,2,3,3,15,1,0,4,1,0,1,0,0,1,2,1,5,12,0,7,4,0,2,12,0,0,1,0,0,7,20,5,2,0,15,2,1,0,0,0,1,1,7,0,1,4,3,1,2,24,3,0,0,5,5,0
2016/02/12,1,1,1,1,1,3,0,5,0,1,0,0,0,1,1,0,1,1,1,9,3,5,5,5,2,10,0,1,4,1,3,3,9,4,1,1,1,4,2,1,1,1,6,2,0,0,0,0,3,1,0,1,1,1,5,7,1,6,1,2,1,6,0,0,3,2,0,6,4,4,3,2,26,3,0,1,7,1,0,8,1,0,1,0,3,2,0,17,4,0,0,2,4,0
2016/02/13,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,3,1,0,3,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,1,0,0,0,1,4,0,0,0,9,1,0,1,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0
2016/02/14,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,4,0,1,0,0,0,0,0,0,2,1,0,1,6,0,0,0,0,0,5,0,2,1,0,0,4,7,0,0,0,2,1,1,0,1,0,2,1,2,0,1,0,2,1,3,1,1,0,1,1,0,0
2016/02/15,5,0,1,1,0,2,0,2,0,1,1,0,0,0,0,1,1,1,0,17,5,5,12,4,0,6,0,2,7,0,1,2,9,2,1,3,0,5,9,1,2,2,10,1,2,0,5,0,1,0,2,0,4,1,7,16,0,8,1,4,0,6,0,3,3,1,2,15,19,2,5,1,22,3,0,0,9,0,1,2,4,0,0,1,11,7,4,39,2,2,1,4,1,0
2016/02/16,4,0,0,1,1,0,0,2,0,2,0,0,0,0,0,2,1,2,1,9,5,9,13,2,1,5,0,1,3,0,3,0,21,1,2,0,2,1,12,3,6,6,10,2,0,0,0,0,0,0,1,1,5,2,11,21,1,13,2,0,2,19,0,2,1,1,2,8,23,2,0,0,23,3,1,2,10,2,1,2,1,3,3,2,13,4,1,33,4,2,1,1,1,0
2016/02/17,1,0,0,1,1,2,0,3,0,4,0,4,1,0,0,2,2,1,0,4,4,4,4,2,0,4,1,2,1,0,1,0,12,0,2,3,2,2,3,3,5,8,18,0,0,1,0,0,2,0,0,1,1,0,15,19,1,19,1,0,4,23,0,1,2,2,1,7,6,9,3,2,8,2,0,0,9,1,1,3,7,2,1,1,6,4,1,10,0,0,2,4,1,1
2016/02/18,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,1,2,3,2,13,3,3,8,3,0,7,0,2,2,0,0,0,19,1,0,0,0,5,9,1,2,2,9,1,0,0,1,0,0,0,0,2,1,0,3,10,0,8,1,1,1,14,0,2,1,0,0,9,10,5,2,0,15,2,0,1,4,0,1,3,2,0,2,2,6,5,7,23,2,2,4,2,0,0
2016/02/19,1,0,0,1,0,2,0,5,0,1,0,1,2,3,0,0,1,0,0,5,3,5,7,0,1,5,0,0,4,0,0,2,25,1,0,3,0,1,1,0,0,0,9,1,0,0,1,1,27,0,2,0,1,1,3,17,0,8,2,0,2,9,0,0,4,1,0,2,12,16,2,0,15,3,1,0,4,2,0,2,3,1,3,2,11,4,5,17,1,2,3,0,5,1
2016/02/20,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,1,0,0,2,0,0,1,16,3,0,0,0,1,0,1,0,0,23,1,0,0,0,2,0,0,0,0,2,0,0,0,1,0,2,1,0,0,3,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0
2016/02/21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,1,0,0,0,33,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
2016/02/22,1,0,4,2,2,3,0,10,0,3,1,1,0,0,0,2,0,0,0,12,4,7,7,5,1,9,0,4,0,0,15,3,11,0,1,1,0,1,9,2,0,0,11,0,0,1,0,1,2,0,1,0,1,1,5,14,0,19,3,0,2,6,0,5,5,2,5,10,21,11,5,4,32,5,1,2,10,4,3,5,10,2,3,1,10,3,6,21,3,1,0,2,0,1
2016/02/23,0,0,3,0,0,3,1,0,0,1,0,0,0,0,0,0,1,0,1,6,4,5,17,3,2,8,0,4,1,0,1,4,14,0,1,0,1,12,11,0,2,3,4,0,0,0,2,0,1,0,0,0,1,1,3,3,0,4,2,0,1,8,0,0,3,1,4,4,9,9,7,1,14,4,0,0,2,4,1,3,2,0,5,1,9,6,0,19,0,0,0,0,1,2
2016/02/24,0,2,3,2,1,0,0,2,0,2,0,0,0,0,0,0,0,0,1,9,8,10,9,1,2,11,0,2,0,1,12,6,9,0,0,0,2,0,9,1,0,2,9,3,0,1,3,0,0,1,0,2,0,0,2,5,0,8,2,5,3,17,0,3,5,1,1,8,18,4,6,0,24,8,0,0,11,2,2,2,2,0,2,1,8,4,2,16,1,1,1,1,0,0
2016/02/25,0,0,0,2,0,2,0,1,0,2,0,1,0,0,0,1,1,1,0,1,1,4,9,2,0,6,0,3,0,0,5,3,3,0,0,0,0,0,3,0,3,8,5,0,0,0,3,0,5,0,0,0,0,1,0,5,0,4,1,1,0,1,0,1,2,1,1,6,20,11,2,0,2,3,0,0,2,2,0,0,3,0,3,0,6,8,0,9,2,1,2,2,0,0
2016/02/26,1,0,0,2,0,2,0,4,0,1,0,2,0,0,0,1,1,0,1,8,1,7,9,0,1,12,0,3,6,0,0,5,7,0,1,1,1,1,1,2,0,2,7,0,0,0,0,0,0,0,0,0,4,1,6,4,0,1,2,4,2,11,0,1,4,0,0,4,11,9,2,0,13,1,0,1,9,1,2,5,4,0,3,2,8,5,7,10,3,1,0,2,6,0
2016/02/27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,0,1,1,1,0,1,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0
2016/02/28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,3,0,1,1,0,0,6,0,0,0,0,1,1,4,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
